NTCIR12-MathWiki-1 530463|3,0,0|3,0,0 Potato_paradox:4 40 24938.000000 3-beta-90-4
NTCIR12-MathWiki-1 497781|3,0,0|3,0,0 Modern_searches_for_Lorentz_violation:37 41 24938.000000 3-beta-90-4
NTCIR12-MathWiki-1 497780|3,0,0|3,0,0 Modern_searches_for_Lorentz_violation:36 42 24938.000000 3-beta-90-4
NTCIR12-MathWiki-1 160509|3,0,0|6,0,0 Amber_(color):5 43 24938.000000 3-beta-90-4
NTCIR12-MathWiki-1 35528|3,0,0|6,0,0 Low-density_lipoprotein:1 44 24938.000000 3-beta-90-4
NTCIR12-MathWiki-1 50719|3,0,0|18,0,0 Roulette:24 45 24938.000000 3-beta-90-4
NTCIR12-MathWiki-1 497776|3,0,0|3,0,0 Modern_searches_for_Lorentz_violation:32 46 24938.000000 3-beta-90-4
NTCIR12-MathWiki-1 153147|3,0,0|c,0,0 Smith_chart:86 47 24938.000000 3-beta-90-4
NTCIR12-MathWiki-1 230047|3,0,0|c,0,0 Rössler_attractor:76 48 24900.000000 3-beta-90-4
NTCIR12-MathWiki-1 332948|3,0,0|18,0,0 List_of_gravitationally_rounded_objects_of_the_Solar_System:71 49 24895.000000 3-beta-90-4
NTCIR12-MathWiki-1 263349|3,0,0|6,0,0 Paper_bag_problem:2 50 24895.000000 3-beta-90-4
NTCIR12-MathWiki-1 153144|3,0,0|18,0,0 Smith_chart:83 51 24895.000000 3-beta-90-4
NTCIR12-MathWiki-1 19890|3,0,0|c,0,0 Equation_of_state:80 52 24889.000000 3-beta-90-4
NTCIR12-MathWiki-1 19884|3,0,0|c,0,0 Equation_of_state:74 53 24889.000000 3-beta-90-4
NTCIR12-MathWiki-1 228931|6,0,0|6000,0,0 Riemann–Siegel_theta_function:12 54 24889.000000 3-beta-90-4
NTCIR12-MathWiki-1 234151|6,0,0|c000,0,0 Stieltjes_constants:34 55 24879.000000 3-beta-90-4
NTCIR12-MathWiki-1 476628|3,0,0|6,0,0 Yigu_yanduan:23 56 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 19866|3,0,0|30,0,0 Equation_of_state:56 57 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 240131|3,0,0|30,0,0 Adomian_decomposition_method:45 58 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 43203|3,0,0|18,0,0 Petroleum:6 59 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 265057|3,0,0|c,0,0 Pourbaix_diagram:4 60 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 476626|3,0,0|3,0,0 Yigu_yanduan:21 61 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 509754|3,0,0|c,0,0 Theoretical_gravity:1 62 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 190020|3,0,0|18,0,0 Quantum_tunnelling:0 63 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 476627|3,0,0|3,0,0 Yigu_yanduan:22 64 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 524210|3,0,0|30,0,0 Intraocular_lens_power_calculation:0 65 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 43202|3,0,0|18,0,0 Petroleum:5 66 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 13092|3,0,0|18,0,0 Control_theory:22 67 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 474023|3,0,0|6,0,0 Ton_class:1 68 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 354570|3,0,0|6,0,0 Contact_mechanics:190 69 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 530462|3,0,0|3,0,0 Potato_paradox:3 70 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 318824|3,0,0|18,0,0 Calculated_Ignition_Index:0 71 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 399216|3,0,0|6,0,0 Longitudinal_static_stability:31 72 24862.000000 3-beta-90-4
NTCIR12-MathWiki-1 264398|3,0,0|3000,0,0 Plane_partition:36 73 24841.000000 3-beta-90-4
NTCIR12-MathWiki-1 262781|3,0,0|3,0,0 Olivia_MFSK:0 74 24841.000000 3-beta-90-4
NTCIR12-MathWiki-1 469099|3,0,0|c,0,0 Reversible_hydrogen_electrode:0 75 24836.000000 3-beta-90-4
NTCIR12-MathWiki-1 29347|3,0,0|30,0,0 Imaginary_unit:109 76 24836.000000 3-beta-90-4
NTCIR12-MathWiki-1 164693|3,0,0|6,0,0 Carmichael_function:39 77 24836.000000 3-beta-90-4
NTCIR12-MathWiki-1 361759|3,0,0|c,0,0 Head_(vessel):9 78 24836.000000 3-beta-90-4
NTCIR12-MathWiki-1 301329|3,0,0|30,0,0 Particular_values_of_the_Gamma_function:64 79 24836.000000 3-beta-90-4
NTCIR12-MathWiki-1 74004|3,0,0|3,0,0 Examples_of_Markov_chains:13 80 24836.000000 3-beta-90-4
NTCIR12-MathWiki-1 365558|3,0,0|c,0,0 Lightness:1 81 24836.000000 3-beta-90-4
NTCIR12-MathWiki-1 361754|3,0,0|c,0,0 Head_(vessel):4 82 24836.000000 3-beta-90-4
NTCIR12-MathWiki-1 383476|3,0,0|30,0,0 Z-channel_(information_theory):9 83 24836.000000 3-beta-90-4
NTCIR12-MathWiki-1 499963|3,0,0|6,0,0 Nonparametric_skew:32 84 24836.000000 3-beta-90-4
NTCIR12-MathWiki-1 153205|3,0,0|6,0,0 Smith_chart:144 85 24836.000000 3-beta-90-4
NTCIR12-MathWiki-1 315317|3,0,0|60,0,0 Airsoft_pellets:2 86 24836.000000 3-beta-90-4
NTCIR12-MathWiki-1 153214|3,0,0|6,0,0 Smith_chart:153 87 24836.000000 3-beta-90-4
NTCIR12-MathWiki-1 240130|3,0,0|18,0,0 Adomian_decomposition_method:44 88 24825.000000 3-beta-90-4
NTCIR12-MathWiki-1 131941|3,0,0|60,0,0 Hemorheology:49 89 24814.000000 3-beta-90-4
NTCIR12-MathWiki-1 374528|3,0,0|c,0,0 Qualitative_variation:140 90 24814.000000 3-beta-90-4
NTCIR12-MathWiki-1 315151|3,0,0|18,0,0 Adams_chromatic_valence_color_space:1 91 24814.000000 3-beta-90-4
NTCIR12-MathWiki-1 509456|3,0,0|c,0,0 Taylor's_law:115 92 24814.000000 3-beta-90-4
NTCIR12-MathWiki-1 211098|3,0,0|30,0,0 Expected_return:8 93 24814.000000 3-beta-90-4
NTCIR12-MathWiki-1 322333|3,0,0|6,0,0 Departure_function:6 94 24814.000000 3-beta-90-4
NTCIR12-MathWiki-1 349900|3,0,0|c,0,0 Advanced_IRB:1 95 24814.000000 3-beta-90-4
NTCIR12-MathWiki-1 78068|3,0,0|180,0,0 Gaussian_function:76 96 24814.000000 3-beta-90-4
NTCIR12-MathWiki-1 313893|3,0,0|30,0,0 Wood_drying:5 97 24814.000000 3-beta-90-4
NTCIR12-MathWiki-1 153630|3,0,0|30,0,0 Specific_activity:4 98 24814.000000 3-beta-90-4
NTCIR12-MathWiki-1 371843|3,0,0|6,0,0 Oren–Nayar_reflectance_model:6 99 24814.000000 3-beta-90-4
NTCIR12-MathWiki-1 120069|6,0,0|300,0,0 Clausen_function:10 100 24814.000000 3-beta-90-4
NTCIR12-MathWiki-1 153631|3,0,0|18,0,0 Specific_activity:5 101 24814.000000 3-beta-90-4
NTCIR12-MathWiki-1 78066|3,0,0|180,0,0 Gaussian_function:74 102 24814.000000 3-beta-90-4
NTCIR12-MathWiki-1 202885|3,0,0|18,0,0 Biquaternion:42 103 24814.000000 3-beta-90-4
NTCIR12-MathWiki-1 19876|3,0,0|6,0,0 Equation_of_state:66 104 24814.000000 3-beta-90-4
NTCIR12-MathWiki-1 430811|3,0,0|c,0,0 PSRK:2 105 24795.000000 3-beta-90-4
NTCIR12-MathWiki-1 43199|3,0,0|c0,0,0 Petroleum:2 106 24795.000000 3-beta-90-4
NTCIR12-MathWiki-1 344440|3,0,0|6,0,0 Standard_illuminant:20 107 24795.000000 3-beta-90-4
NTCIR12-MathWiki-1 244044|3,0,0|60,0,0 Coleman–Liau_index:0 108 24795.000000 3-beta-90-4
NTCIR12-MathWiki-1 291130|3,0,0|18,0,0 High-resolution_transmission_electron_microscopy:12 109 24795.000000 3-beta-90-4
NTCIR12-MathWiki-1 530467|3,0,0|3,0,0 Potato_paradox:8 110 24795.000000 3-beta-90-4
NTCIR12-MathWiki-1 535500|3,0,0|30,0,0 Szyszkowski_equation:0 111 24795.000000 3-beta-90-4
NTCIR12-MathWiki-1 315194|3,0,0|c,0,0 Adaptive_expertise:0 112 24795.000000 3-beta-90-4
NTCIR12-MathWiki-1 301335|3,0,0|6,0,0 Particular_values_of_the_Gamma_function:70 113 24795.000000 3-beta-90-4
NTCIR12-MathWiki-1 265059|3,0,0|c,0,0 Pourbaix_diagram:6 114 24795.000000 3-beta-90-4
NTCIR12-MathWiki-1 188316|3,0,0|30,0,0 Polaron:28 115 24795.000000 3-beta-90-4
NTCIR12-MathWiki-1 301332|3,0,0|c0,0,0 Particular_values_of_the_Gamma_function:67 116 24795.000000 3-beta-90-4
NTCIR12-MathWiki-1 530439|3,0,0|6,0,0 Position_of_the_Sun:7 117 24779.000000 3-beta-90-4
NTCIR12-MathWiki-1 106048|3,0,0|3,0,0 Shellsort:41 118 24779.000000 3-beta-90-4
NTCIR12-MathWiki-1 433657|3,0,0|c,0,0 Shear_and_moment_diagram:4 119 24779.000000 3-beta-90-4
NTCIR12-MathWiki-1 60517|3,0,0|c,0,0 Airfoil:30 120 24779.000000 3-beta-90-4
NTCIR12-MathWiki-1 160040|3,0,0|30,0,0 Air_mass_(astronomy):7 121 24779.000000 3-beta-90-4
NTCIR12-MathWiki-1 554128|3,0,0|c0,0,0 Geometry_index:2 122 24779.000000 3-beta-90-4
NTCIR12-MathWiki-1 198399|3,0,0|600000000,0,0 Unified_Thread_Standard:1 123 24776.000000 3-beta-90-4
NTCIR12-MathWiki-1 432365|3,0,0|c,0,0 Richter_magnitude_scale:93 124 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 153179|3,0,0|30,0,0 Smith_chart:118 125 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 262802|3,0,0|600,0,0 One-repetition_maximum:9 126 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 113807|3,0,0|30,0,0 Wind_chill:12 127 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 536004|3,0,0|60,0,0 Test_functions_for_optimization:0 128 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 87017|3,0,0|18,0,0 Latent_heat:4 129 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 365243|3,0,0|60,0,0 Lens_clock:15 130 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 318025|3,0,0|60,0,0 BKL_singularity:123 131 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 94743|3,0,0|3,0,0 Newton_polynomial:42 132 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 536027|3,0,0|30,0,0 Test_functions_for_optimization:23 133 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 365244|3,0,0|60,0,0 Lens_clock:16 134 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 365241|3,0,0|c00,0,0 Lens_clock:13 135 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 365242|3,0,0|c00,0,0 Lens_clock:14 136 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 191389|3,0,0|30,0,0 Rise_time:48 137 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 262800|3,0,0|600,0,0 One-repetition_maximum:7 138 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 188795|3,0,0|c0,0,0 Pressure_vessel:20 139 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 536031|3,0,0|18,0,0 Test_functions_for_optimization:27 140 24765.000000 3-beta-90-4
NTCIR12-MathWiki-1 329310|3,0,0|30,0,0 Hydrophilic-lipophilic_balance:2 141 24753.000000 3-beta-90-4
NTCIR12-MathWiki-1 420894|3,0,0|c,0,0 Klincewicz_method:3 142 24753.000000 3-beta-90-4
NTCIR12-MathWiki-1 244045|3,0,0|60,0,0 Coleman–Liau_index:1 143 24753.000000 3-beta-90-4
NTCIR12-MathWiki-1 515500|3,0,0|c0,0,0 Bioconcentration:7 144 24753.000000 3-beta-90-4
NTCIR12-MathWiki-1 514500|3,0,0|c,0,0 Arching_or_Compressive_Membrane_Action_in_Reinforced_Concrete_Slabs:3 145 24753.000000 3-beta-90-4
NTCIR12-MathWiki-1 259311|6,0,0|3000,0,0 Madelung_constant:14 146 24753.000000 3-beta-90-4
NTCIR12-MathWiki-1 25779|3,0,0|3,0,0 Geographic_coordinate_system:15 147 24753.000000 3-beta-90-4
NTCIR12-MathWiki-1 225131|3,0,0|c,0,0 Planckian_locus:7 148 24752.000000 3-beta-90-4
NTCIR12-MathWiki-1 330572|3,0,0|600000000000,0,0 ISO_metric_screw_thread:2 149 24749.000000 3-beta-90-4
NTCIR12-MathWiki-1 43013|3,0,0|6,0,0 Percentage:12 150 24742.000000 3-beta-90-4
NTCIR12-MathWiki-1 234152|6,0,0|18000000000,0,0 Stieltjes_constants:35 151 24733.000000 3-beta-90-4
NTCIR12-MathWiki-1 550951|3,0,0|c0,0,0 Dynamic_connectivity:12 152 24732.000000 3-beta-90-4
NTCIR12-MathWiki-1 6790|3,0,0|18,0,0 Binomial_coefficient:149 153 24732.000000 3-beta-90-4
NTCIR12-MathWiki-1 346436|3,0,0|30,0,0 Torsion_constant:10 154 24732.000000 3-beta-90-4
NTCIR12-MathWiki-1 3149|3,0,0|3,0,0 Arithmetic_coding:14 155 24732.000000 3-beta-90-4
NTCIR12-MathWiki-1 498195|3,0,0|c,0,0 MOSCED:2 156 24732.000000 3-beta-90-4
NTCIR12-MathWiki-1 3148|3,0,0|3,0,0 Arithmetic_coding:13 157 24732.000000 3-beta-90-4
NTCIR12-MathWiki-1 131775|3,0,0|1800,0,0 Heegner_number:34 158 24723.000000 3-beta-90-4
NTCIR12-MathWiki-1 153632|3,0,0|18,0,0 Specific_activity:6 159 24723.000000 3-beta-90-4
NTCIR12-MathWiki-1 536082|3,0,0|c000,0,0 Test_functions_for_optimization:78 160 24723.000000 3-beta-90-4
NTCIR12-MathWiki-1 264296|3,0,0|60,0,0 Photo_CD:2 161 24723.000000 3-beta-90-4
NTCIR12-MathWiki-1 431675|3,0,0|18,0,0 Redlich–Kwong_equation_of_state:22 162 24723.000000 3-beta-90-4
NTCIR12-MathWiki-1 87015|3,0,0|18,0,0 Latent_heat:2 163 24723.000000 3-beta-90-4
NTCIR12-MathWiki-1 323696|3,0,0|18,0,0 Energy_Slave:5 164 24723.000000 3-beta-90-4
NTCIR12-MathWiki-1 264297|3,0,0|60,0,0 Photo_CD:3 165 24723.000000 3-beta-90-4
NTCIR12-MathWiki-1 19865|3,0,0|18,0,0 Equation_of_state:55 166 24723.000000 3-beta-90-4
NTCIR12-MathWiki-1 25778|3,0,0|3,0,0 Geographic_coordinate_system:14 167 24723.000000 3-beta-90-4
NTCIR12-MathWiki-1 19862|3,0,0|18,0,0 Equation_of_state:52 168 24723.000000 3-beta-90-4
NTCIR12-MathWiki-1 431671|3,0,0|18,0,0 Redlich–Kwong_equation_of_state:18 169 24723.000000 3-beta-90-4
NTCIR12-MathWiki-1 238317|3,0,0|6,0,0 Voigt_profile:39 170 24715.000000 3-beta-90-4
NTCIR12-MathWiki-1 280284|3,0,0|6000,0,0 Bond_plus_option:0 171 24715.000000 3-beta-90-4
NTCIR12-MathWiki-1 555063|3,0,0|30,0,0 Hirota-Satsuma_equation:0 172 24715.000000 3-beta-90-4
NTCIR12-MathWiki-1 344429|3,0,0|c00,0,0 Standard_illuminant:9 173 24715.000000 3-beta-90-4
NTCIR12-MathWiki-1 9815|3,0,0|180,0,0 Chain_rule:6 174 24715.000000 3-beta-90-4
NTCIR12-MathWiki-1 554130|3,0,0|c00,0,0 Geometry_index:4 175 24715.000000 3-beta-90-4
NTCIR12-MathWiki-1 498201|3,0,0|600,0,0 MOSCED:8 176 24715.000000 3-beta-90-4
NTCIR12-MathWiki-1 143813|3,0,0|c0,0,0 Omnidirectional_antenna:2 177 24707.000000 3-beta-90-4
NTCIR12-MathWiki-1 536044|3,0,0|18,0,0 Test_functions_for_optimization:40 178 24707.000000 3-beta-90-4
NTCIR12-MathWiki-1 309987|3,0,0|300,0,0 Sunrise_equation:21 179 24707.000000 3-beta-90-4
NTCIR12-MathWiki-1 450502|3,0,0|60,0,0 Experimental_uncertainty_analysis:43 180 24707.000000 3-beta-90-4
NTCIR12-MathWiki-1 5221|3,0,0|180,0,0 Bayesian_inference:107 181 24707.000000 3-beta-90-4
NTCIR12-MathWiki-1 5220|3,0,0|180,0,0 Bayesian_inference:106 182 24707.000000 3-beta-90-4
NTCIR12-MathWiki-1 126595|3,0,0|180,0,0 Equation_of_time:121 183 24707.000000 3-beta-90-4
NTCIR12-MathWiki-1 373335|7,0,0|7,0,0 Prime_zeta_function:34 184 24704.000000 3-beta-90-4
NTCIR12-MathWiki-1 373336|7,0,0|7,0,0 Prime_zeta_function:35 185 24704.000000 3-beta-90-4
NTCIR12-MathWiki-1 373334|7,0,0|7,0,0 Prime_zeta_function:33 186 24704.000000 3-beta-90-4
NTCIR12-MathWiki-1 373322|7,0,0|7,0,0 Prime_zeta_function:21 187 24704.000000 3-beta-90-4
NTCIR12-MathWiki-1 373337|7,0,0|7,0,0 Prime_zeta_function:36 188 24704.000000 3-beta-90-4
NTCIR12-MathWiki-1 373321|7,0,0|7,0,0 Prime_zeta_function:20 189 24704.000000 3-beta-90-4
NTCIR12-MathWiki-1 373323|7,0,0|7,0,0 Prime_zeta_function:22 190 24704.000000 3-beta-90-4
NTCIR12-MathWiki-1 53374|6,0,0|30,0,0 Srinivasa_Ramanujan:8 191 24703.000000 3-beta-90-4
NTCIR12-MathWiki-1 450305|3,0,0|18,0,0 Error_correction_model:13 192 24701.000000 3-beta-90-4
NTCIR12-MathWiki-1 61073|3,0,0|c,0,0 American_wire_gauge:2 193 24701.000000 3-beta-90-4
NTCIR12-MathWiki-1 365559|3,0,0|6,0,0 Lightness:2 194 24701.000000 3-beta-90-4
NTCIR12-MathWiki-1 160043|3,0,0|6,0,0 Air_mass_(astronomy):10 195 24701.000000 3-beta-90-4
NTCIR12-MathWiki-1 277482|3,0,0|3,0,0 Allais_paradox:15 196 24701.000000 3-beta-90-4
NTCIR12-MathWiki-1 463740|3,0,0|18000,0,0 Nodal_precession:17 197 24701.000000 3-beta-90-4
NTCIR12-MathWiki-1 460728|3,0,0|18,0,0 McCallum_rule:0 198 24688.000000 3-beta-90-4
NTCIR12-MathWiki-1 401175|3,0,0|3,0,0 Quantile_regression:27 199 24688.000000 3-beta-90-4
NTCIR12-MathWiki-1 290276|3,0,0|c00,0,0 Gravity_of_Earth:34 200 24688.000000 3-beta-90-4
NTCIR12-MathWiki-1 385925|3,0,0|6,0,0 Darcy_friction_factor_formulae:75 201 24688.000000 3-beta-90-4
NTCIR12-MathWiki-1 210861|3,0,0|c,0,0 Equivalent_carbon_content:9 202 24688.000000 3-beta-90-4
NTCIR12-MathWiki-1 554135|3,0,0|c000,0,0 Geometry_index:9 203 24688.000000 3-beta-90-4
NTCIR12-MathWiki-1 420891|3,0,0|c,0,0 Klincewicz_method:0 204 24688.000000 3-beta-90-4
NTCIR12-MathWiki-1 308061|3,0,0|3,0,0 Sine:78 205 24678.000000 3-beta-90-4
NTCIR12-MathWiki-1 260115|3,0,0|18,0,0 Mercury_cadmium_telluride:3 206 24678.000000 3-beta-90-4
NTCIR12-MathWiki-1 275473|3,0,0|60,0,0 Urea_reduction_ratio:16 207 24678.000000 3-beta-90-4
NTCIR12-MathWiki-1 145335|7,0,0|7,0,0 Pisot–Vijayaraghavan_number:42 208 24676.000000 3-beta-90-4
NTCIR12-MathWiki-1 88105|7,0,0|7,0,0 Limit_of_a_sequence:17 209 24676.000000 3-beta-90-4
NTCIR12-MathWiki-1 290279|3,0,0|c00,0,0 Gravity_of_Earth:37 210 24673.000000 3-beta-90-4
NTCIR12-MathWiki-1 30683|3,0,0|c,0,0 Interpolation:8 211 24673.000000 3-beta-90-4
NTCIR12-MathWiki-1 260113|3,0,0|30,0,0 Mercury_cadmium_telluride:1 212 24673.000000 3-beta-90-4
NTCIR12-MathWiki-1 3825|3,0,0|30,0,0 Auger_electron_spectroscopy:8 213 24673.000000 3-beta-90-4
NTCIR12-MathWiki-1 315168|3,0,0|6,0,0 Adams_chromatic_valence_color_space:18 214 24673.000000 3-beta-90-4
NTCIR12-MathWiki-1 87395|3,0,0|1800000,0,0 Lennard-Jones_potential:7 215 24669.000000 3-beta-90-4
NTCIR12-MathWiki-1 388364|3,0,0|6,0,0 Impulse_excitation_technique:4 216 24669.000000 3-beta-90-4
NTCIR12-MathWiki-1 238177|3,0,0|300,0,0 Vital_capacity:0 217 24669.000000 3-beta-90-4
NTCIR12-MathWiki-1 487503|3,0,0|600,0,0 Fåhræus_effect:10 218 24669.000000 3-beta-90-4
NTCIR12-MathWiki-1 196887|3,0,0|30,0,0 Three-phase:35 219 24669.000000 3-beta-90-4
NTCIR12-MathWiki-1 271853|3,0,0|c00,0,0 Stress_intensity_factor:59 220 24669.000000 3-beta-90-4
NTCIR12-MathWiki-1 297683|3,0,0|6,0,0 McNemar's_test:6 221 24664.000000 3-beta-90-4
NTCIR12-MathWiki-1 6792|3,0,0|18,0,0 Binomial_coefficient:151 222 24664.000000 3-beta-90-4
NTCIR12-MathWiki-1 262290|3,0,0|300,0,0 Noncentral_chi-squared_distribution:53 223 24660.000000 3-beta-90-4
NTCIR12-MathWiki-1 189537|3,0,0|30000,0,0 Pupillary_light_reflex:1 224 24660.000000 3-beta-90-4
NTCIR12-MathWiki-1 433672|3,0,0|30000,0,0 Shear_and_moment_diagram:19 225 24653.000000 3-beta-90-4
NTCIR12-MathWiki-1 515499|3,0,0|c0,0,0 Bioconcentration:6 226 24653.000000 3-beta-90-4
NTCIR12-MathWiki-1 57565|3,0,0|18,0,0 Universal_Time:0 227 24653.000000 3-beta-90-4
NTCIR12-MathWiki-1 433676|3,0,0|60000,0,0 Shear_and_moment_diagram:23 228 24653.000000 3-beta-90-4
NTCIR12-MathWiki-1 548632|3,0,0|60,0,0 Draft:Chirp:_Reducing_Spectral_Ripple:2 229 24650.000000 3-beta-90-4
NTCIR12-MathWiki-1 50714|3,0,0|30000000,0,0 Roulette:19 230 24650.000000 3-beta-90-4
NTCIR12-MathWiki-1 544776|3,0,0|60,0,0 Chirp_spectrum:43 231 24650.000000 3-beta-90-4
NTCIR12-MathWiki-1 536083|3,0,0|30000,0,0 Test_functions_for_optimization:79 232 24650.000000 3-beta-90-4
NTCIR12-MathWiki-1 395385|3,0,0|6,0,0 Color_difference:35 233 24650.000000 3-beta-90-4
NTCIR12-MathWiki-1 322330|3,0,0|3000000,0,0 Departure_function:3 234 24646.000000 3-beta-90-4
NTCIR12-MathWiki-1 322331|3,0,0|6000000,0,0 Departure_function:4 235 24646.000000 3-beta-90-4
NTCIR12-MathWiki-1 407373|3,0,0|c,0,0 Bresler_Pister_yield_criterion:30 236 24646.000000 3-beta-90-4
